subject_id,session_id,run_id,task,bold_file,motion_parameter_file,chunk_start,chunk_end,chunk_mean_fd,chunk_max_fd,n_safe_vols_in_run,n_total_vols_in_run
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,208,227,0.126925,0.219583,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,228,247,0.141532,0.206988,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,248,267,0.125377,0.184596,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,289,308,0.12994,0.228929,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,309,328,0.114443,0.199839,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,345,364,0.136489,0.240965,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,395,414,0.128303,0.200533,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,415,434,0.104552,0.22682,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,435,454,0.134062,0.218916,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,455,474,0.130249,0.218917,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,475,494,0.109301,0.177115,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,495,514,0.079588,0.138585,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,515,534,0.090047,0.148522,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,535,554,0.105238,0.177824,351,1000
ICC105,2,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105/_run_001_session_2_task_name_rest10/_referencetype_standard/sub-ICC105_ses-2_task-rest10_dir-AP_run-001_bold_mcf.nii.par,937,956,0.14741,0.225132,351,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,0,19,0.120345,0.22897,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,20,39,0.121265,0.177096,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,70,89,0.124025,0.217363,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,90,109,0.120694,0.199566,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,138,157,0.116312,0.212961,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,192,211,0.121128,0.212067,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,212,231,0.11547,0.175216,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,232,251,0.107595,0.184619,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,252,271,0.093818,0.146802,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,272,291,0.136058,0.204577,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,292,311,0.114828,0.205565,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,312,331,0.106255,0.161952,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,332,351,0.11903,0.179527,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,352,371,0.114246,0.1766,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,395,414,0.102154,0.183293,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,415,434,0.13165,0.241215,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,435,454,0.128236,0.245591,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,455,474,0.110575,0.232787,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,475,494,0.117493,0.221541,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,495,514,0.12027,0.215663,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,515,534,0.120022,0.186332,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,535,554,0.102239,0.174418,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,555,574,0.122592,0.214369,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,575,594,0.108137,0.197621,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,595,614,0.111849,0.234575,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,644,663,0.113459,0.194331,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,664,683,0.111355,0.214405,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,719,738,0.12241,0.206798,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,739,758,0.118419,0.206964,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,759,778,0.118686,0.202351,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,779,798,0.113691,0.187102,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,817,836,0.112862,0.174941,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,837,856,0.11277,0.2151,872,1000
ICC105A,1,002,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC105A/_run_002_session_1_task_name_rest10/_referencetype_standard/sub-ICC105A_ses-1_task-rest10_dir-AP_run-002_bold_mcf.nii.par,857,876,0.109982,0.184082,872,1000
